f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,y
0.509,1.768,-0.5265,-0.4668,0.5857,0.7057,-1.0373,-0.7096,-0.1192,2.1679,0
0.4551,-0.1457,-1.4329,0.1416,-1.1929,0.6084,-1.7944,-0.9367,-0.3317,0.1356,0
0.6795,0.0638,0.864,1.5576,0.7867,-0.0393,-0.9768,1.3273,1.2158,-0.351,0
1.9486,0.4431,0.8723,-0.1924,0.8931,0.3831,-0.9059,1.2286,0.1545,0.6275,0
0.1397,-1.3471,0.1954,0.3599,-1.3073,0.3871,-0.878,0.0237,-0.9502,0.2687,0
-0.5913,0.1562,-0.4649,-0.7774,0.0925,-1.5342,-1.0503,-0.6605,1.2095,0.0926,0
0.6973,0.2278,0.1645,0.6885,-1.9262,0.6298,-0.8418,-1.5329,0.6742,0.0447,0
0.926,0.5486,-0.7735,-0.0135,-0.0733,0.2588,1.3567,0.2756,-0.0023,0.7691,0
0.7448,0.5964,0.7267,0.4795,0.6155,-0.2042,-0.7993,-0.1521,-0.1493,0.8448,1
0.025,0.7436,-1.3884,-1.3943,-2.2752,0.3747,-1.2642,1.725,-1.7026,-0.0709,0
-2.3378,0.0135,1.3516,0.2858,2.2657,-0.1342,-0.5121,-0.3639,-0.3577,-0.5576,0
-1.2949,0.6608,0.8598,-0.4547,0.5467,-1.306,0.5955,0.2901,-2.1556,-0.9303,0
1.0273,1.1048,-0.3424,0.7861,0.9795,-0.6592,-0.3649,1.9002,0.4892,-1.1969,0
0.2971,1.6482,-0.521,1.4371,1.0719,-0.1016,1.3744,-0.0044,1.6532,0.8869,0
2.2885,-1.1326,1.287,1.9893,0.3244,0.8792,-1.864,-0.1743,0.0738,1.4611,1
-0.453,-1.3138,2.67,-0.7535,0.3633,0.2088,-0.836,-1.2283,-1.9742,0.6229,0
-0.6315,-0.8965,-0.4979,0.8653,1.2667,-0.3413,0.509,0.6273,-0.7635,0.3024,0
-0.8297,-0.7938,-0.2463,-0.7487,0.8371,0.1207,0.2174,-0.7901,-2.2985,-0.9286,0
0.2669,1.3538,-0.0081,0.9403,1.0561,0.0392,-1.1425,-0.4728,-0.3333,0.3335,0
0.1688,-0.5108,-0.2638,1.1052,-1.6125,0.018,1.7307,-0.6051,0.799,-0.485,0
-0.348,1.2553,1.0561,-0.1452,-0.6374,-0.5782,0.3675,0.5375,0.9213,-1.4048,0
2.3252,0.3488,-0.3491,0.7106,0.7707,-1.1793,0.711,-0.0528,-0.5894,-0.7032,0
0.5812,-0.6863,-1.308,0.3783,1.1088,-0.5181,-1.8294,0.8754,-0.0608,1.7499,1
1.1503,0.1539,1.1503,-0.4527,-1.4584,1.1736,-0.2364,-0.5093,-0.4067,0.4499,0
-0.5584,-0.3159,0.6459,3.2599,-1.1501,-0.5762,-0.8309,-0.997,1.3207,-0.522,0
1.4678,-0.7526,0.8766,-3.7047,-1.1113,1.632,-0.2039,0.8359,1.485,2.0321,0
0.6372,-0.3817,1.0782,0.5871,0.9255,0.9828,0.2253,1.3185,-1.3588,0.6668,0
0.7904,0.5685,-0.2085,0.9656,1.4153,-0.8249,0.697,-0.6707,-1.1349,0.1972,0
0.3786,0.4489,0.9239,0.4557,0.1144,0.8085,-0.1501,-2.3348,-0.402,-0.655,0
0.2517,0.3116,0.5061,0.7289,1.2824,2.9809,-1.1724,-1.0384,0.7807,-0.0488,1
0.2209,1.1867,1.0575,1.2206,-0.5329,-0.9121,0.4286,-0.1781,1.1766,0.2216,0
0.3295,-0.3622,0.0806,-0.8996,-1.1682,-1.0026,1.3347,-0.2229,-1.0205,-0.3482,0
-1.4415,0.4576,-0.2668,0.0997,0.1534,1.1169,0.234,0.2063,0.901,0.4294,0
0.2081,0.3502,2.7369,-0.7497,-1.4578,1.0301,-1.999,0.1006,0.4385,-0.3169,0
0.4869,0.653,0.8918,0.6656,-1.7964,-0.077,-0.9301,0.688,0.7688,-2.138,0
-1.3572,0.052,-0.9634,1.3337,-0.3707,1.2791,0.2627,0.3669,-0.5872,-0.4468,0
-2.0725,0.4042,-0.0926,-2.2588,0.5955,-0.4487,-1.1483,-0.0254,1.6505,-1.2268,0
-1.4712,-1.2205,0.0728,1.3116,-0.3356,0.7669,-0.0362,1.0827,-1.7142,-0.1659,0
0.4461,-0.8875,-0.305,0.9758,0.1624,-0.1101,-1.1897,-0.7084,-2.3538,1.0827,0
0.0626,-1.3444,-0.8848,1.4355,0.1201,-1.711,-0.8176,-0.2106,-0.8133,0.3923,0
0.083,0.1153,-0.3711,-0.1481,1.7997,-0.5216,0.1063,1.9393,-0.3937,0.563,0
0.4409,0.0712,0.0447,-1.0439,1.1019,0.305,0.7324,1.0372,1.5132,1.641,0
-1.1094,0.6569,-0.4046,-1.4279,-0.2989,0.6438,1.024,-0.6731,-0.3934,-0.0955,0
2.4696,1.4371,0.6278,1.2257,2.1395,1.1577,1.5533,-1.1423,-0.1354,1.7181,1
-1.5102,-0.8216,0.7153,0.4203,-0.6936,-0.997,1.7195,-0.108,-0.1446,-0.5495,0
0.2725,-0.286,0.2732,0.3317,0.2876,-0.8079,0.0717,0.6517,-1.2489,0.6049,0
-0.1495,-0.0007,-0.749,0.0234,-1.4295,-0.8626,0.5231,-0.2752,1.6378,0.8621,0
0.2114,2.1128,1.7831,1.4259,0.6864,0.8383,-1.0901,0.7624,0.5014,-1.3112,1
-1.0918,0.5767,-1.4847,-0.8075,-0.536,2.0916,-0.7456,-0.7846,-0.3904,1.2377,0
0.3796,1.3568,0.5996,-1.5709,-1.2466,-0.8454,-0.2347,0.0587,0.7531,0.6778,0
-0.6355,1.9561,0.4224,-0.4342,0.2172,-0.7399,1.0493,0.3582,1.2766,0.1554,0
1.3894,-1.164,-0.0873,1.4128,-1.2725,-0.4767,-1.4753,1.4301,2.077,-0.3577,0
-1.6599,-0.9241,-0.8126,-0.0277,1.0088,1.2995,-0.4754,0.0827,-1.1856,1.1399,0
-1.0496,-1.7057,-0.2519,0.2957,-0.9431,0.335,-1.2081,1.1453,0.7788,-0.8966,0
1.4033,-0.258,1.2912,0.8351,0.2144,0.0506,0.7637,0.3103,-0.0938,-0.8456,0
-1.6307,0.0344,-0.4625,-0.1585,-0.2641,0.2115,0.1422,-0.7305,-1.2851,-0.0424,0
-0.7145,-1.8058,0.0156,0.7119,-0.086,0.5807,-0.6252,0.2082,-0.0662,-0.7221,0
0.9923,0.7358,1.5072,-1.0006,0.3875,-0.4289,0.3125,-0.106,-1.0278,0.1094,0
-0.0703,1.3339,-1.4791,-0.4858,-0.546,-1.0613,1.1772,0.3593,0.4351,2.4655,0
-1.2135,-1.1584,-0.1714,-0.1208,-0.2982,2.0089,0.6654,-1.5944,-0.5938,-1.5324,0
-0.1105,1.6704,-0.6033,0.9369,-0.7095,-1.2531,0.0653,-0.1366,-0.8522,0.2375,0
0.0574,-0.7188,-0.5894,-0.328,-1.3936,0.1352,0.3383,1.4793,-1.1591,0.7991,0
-0.9943,0.2726,-0.6854,-0.4901,0.6194,2.1872,0.6735,0.1821,0.4101,-0.1494,0
-0.729,1.366,1.5264,0.2637,1.3338,1.9897,0.397,0.5934,-1.0321,-0.068,0
1.241,-0.6662,-0.1175,0.5214,-0.2669,-0.63,1.1129,-0.7408,0.7455,0.4854,0
0.348,0.875,2.0535,-1.326,-0.6005,-1.2597,-2.0137,-0.2588,1.5728,-0.3764,0
2.0979,0.4182,0.2584,-0.5239,1.1265,-0.3074,0.268,1.4989,-1.3101,2.3193,1
-0.6826,-1.0472,-1.4007,-2.0306,-1.2782,-1.4211,1.4274,-1.2997,0.0762,-0.0596,0
2.3143,-0.0814,-0.4391,1.2351,-0.0381,0.3253,1.0322,1.62,-1.0348,-0.8101,0
-1.3684,-1.0827,-1.3249,0.0785,-0.4563,0.1869,-0.2387,-1.1644,1.1196,-0.616,0
0.7615,0.0774,-1.0125,0.9999,-0.4357,0.4168,0.8345,1.2399,1.7004,2.3957,0
0.7267,0.7676,0.7165,0.5989,0.0909,0.6101,0.4408,0.2166,1.387,0.0196,0
2.0444,0.1712,0.5813,1.2333,1.4302,0.6346,-1.6948,0.2135,-1.832,1.6881,1
1.3869,2.094,-0.6633,1.1121,-0.7661,1.409,0.1317,-0.5279,0.4755,-1.6722,1
-2.4143,0.513,1.3821,0.4513,-1.6395,-0.7251,0.6729,1.3783,-0.6354,-0.9494,0
0.8319,-2.4359,-0.5668,-1.5704,-0.0584,0.7769,0.4489,-0.3012,-2.5177,-1.6522,0
2.0141,1.5872,-0.2752,0.9674,0.3006,2.4344,2.8026,-0.2656,0.6462,-0.3573,1
-1.2598,0.7144,-0.0161,0.9954,0.4461,0.9567,-1.0018,-0.173,-0.0752,0.053,0
-0.4568,-0.1769,0.1088,0.4341,-0.0017,-0.7338,-1.4454,-0.3415,0.7833,-0.8888,0
0.7574,0.9666,1.1366,-0.8539,0.0018,-1.7849,2.6515,-1.5295,-1.4778,-1.0869,0
-1.1435,-1.1661,-1.4097,-0.9441,-0.1247,-0.3078,1.0793,1.0661,-1.4014,1.1839,0
-0.0274,-0.2568,-0.1249,0.6902,0.4142,-0.9354,-0.7904,0.0988,-0.1207,1.0422,0
1.2952,0.7303,0.4473,-0.2085,0.8391,1.2233,-0.2007,-0.5677,0.9206,0.9816,0
-1.1384,1.3068,0.9578,1.1386,-0.4185,0.2055,0.3341,0.2606,-0.0857,0.5402,0
0.4346,-0.272,0.4177,0.805,0.9292,-0.9087,0.1144,-0.6774,-1.1267,0.8939,0
0.6819,0.2767,-1.0517,-1.5539,-0.0676,0.8181,-0.5813,-0.5078,0.0486,0.2244,0
0.7151,-1.3337,0.4148,-0.204,-1.1651,0.0993,0.6299,-0.7406,-0.8699,0.4128,0
-0.0159,1.0009,-1.0312,-0.6363,0.611,0.0218,-0.9148,1.159,-0.5202,-0.4171,0
-0.1913,0.5238,-0.4206,-0.8215,0.0176,-0.5057,-0.3126,-1.4,-0.7408,0.6909,0
-2.2731,-0.6345,1.6421,-0.7605,0.3237,0.3238,-0.5403,0.6161,1.3291,-0.246,0
1.4076,-1.1065,-0.6825,-1.7926,0.1255,1.7237,-0.6507,0.9204,0.0509,0.0532,0
-0.2798,-0.1581,-0.6567,0.5062,-0.5495,-0.9535,-3.5403,-1.3146,-0.0366,-0.2531,0
-0.7503,0.3972,-1.3068,-0.0714,-0.4988,1.8987,0.165,0.9654,-1.2634,0.3834,0
0.6453,-1.7643,0.2662,2.5692,-0.1404,-0.235,-2.2218,-0.8483,-1.704,0.8592,0
1.2755,0.9511,0.1068,0.8173,0.9581,0.0751,-0.8495,2.4076,0.8052,0.2369,0
-0.5557,0.1291,-0.6092,-0.9536,-0.5003,-0.1187,-0.2026,-1.9244,-1.0808,0.576,0
0.1625,-0.5054,0.419,0.4134,-0.8017,1.2706,-0.7532,0.5402,0.9513,0.9061,0
-1.1877,-0.1577,-0.1598,-0.1515,0.2553,1.4014,-1.479,-0.2899,2.0633,-0.7619,0
0.2879,-2.2834,-0.2859,-0.1921,0.9089,-1.0868,1.7958,-1.1809,-0.8585,0.543,0
-1.1229,-1.2327,-1.0531,1.2889,-0.2523,-0.0017,1.4668,-0.4841,0.9152,-0.0259,0
-0.0434,0.6889,-0.7526,-0.8981,1.6482,0.5602,-0.9923,1.0065,0.2261,-0.8615,0
-0.0966,0.6444,-0.9605,-0.2914,-0.881,-0.7172,-1.7867,0.0212,-1.122,-0.0315,0
-1.0638,-0.2005,-0.3349,1.0586,-0.2658,-1.0811,0.6644,1.1671,-1.7859,-0.1553,0
2.2676,0.5664,-0.6368,0.5953,0.5727,-0.299,0.1644,0.8769,0.7884,0.069,0
0.872,-0.09,-0.6906,1.8801,-0.6906,1.6957,-0.1954,-0.1224,0.7684,-1.4978,0
-0.133,-1.9163,1.2463,-1.487,-0.1985,-0.1959,-0.1626,-0.75,-1.3397,-0.3663,0
0.3802,-0.5538,0.5772,1.0316,0.0455,0.1575,-0.0342,-0.8203,-0.5032,-1.2205,0
-0.452,-0.1208,0.6985,-0.3272,-0.9029,-1.4727,-0.7488,-1.0469,1.3648,1.1017,0
0.7096,0.7618,0.5404,0.3895,-1.694,-1.5003,0.0278,0.001,1.8845,1.2841,0
-1.1271,-0.8897,0.3833,-0.7425,0.6502,0.3829,-0.443,-1.4439,0.0169,2.624,0
-1.2776,0.4175,1.4193,-0.7044,0.2803,0.3929,-0.6768,-0.6363,0.7503,1.0711,0
0.2878,-1.0595,0.1358,-1.0445,0.7173,-1.3506,-1.6364,-0.8994,1.0926,1.0477,0
-1.1554,1.0224,-0.0798,0.9751,-0.046,0.6828,0.2923,-0.199,-0.1249,0.4896,0
0.6727,1.3146,0.876,-0.1823,0.2285,0.5567,3.0414,0.7995,-1.1024,-0.4172,0
-1.7764,1.2989,0.047,0.7393,-0.4431,-0.331,-0.3059,0.6114,-1.0388,1.5604,0
-0.0644,-0.2986,1.2026,0.2778,3.3682,1.5248,0.2973,-0.2335,-0.7921,1.1957,1
-0.5099,1.0339,-0.0017,-0.4115,0.248,-0.9514,-1.1527,-0.1484,0.8815,1.4974,0
-0.6833,0.8753,0.5342,-0.3065,0.903,0.3478,0.9496,-0.8057,1.0113,1.4417,0
-0.0388,-0.2808,1.4233,-0.2091,-0.5033,-0.2027,0.0036,-0.6719,-0.7456,-0.4607,0
0.3948,0.9068,0.3289,-0.6034,-0.0667,0.5254,-1.4554,1.0857,1.3211,0.3389,0
-0.1284,-0.9133,-0.6904,-0.8738,1.6944,1.8311,-1.0987,0.2009,-0.2874,0.4681,0
-1.2694,-1.8444,0.8751,0.3978,0.9337,0.8326,0.155,0.4283,-1.0723,-0.8733,0
-0.1203,-0.1512,-0.1035,0.2423,-1.4377,-1.6508,-0.5568,0.2192,-0.097,-1.05,0
0.3427,-0.2853,-0.3312,0.6559,2.1721,0.1289,0.1152,-1.0924,0.1064,-0.2504,1
2.0642,-0.757,-0.194,-1.1238,-0.699,1.1654,0.1501,-0.6739,0.6456,-0.0868,0
0.2587,-0.6872,1.6871,-0.966,0.5619,0.3279,1.5239,0.3077,0.5959,-2.2098,0
-1.586,0.8935,-0.6873,-0.24,-0.2634,1.113,-0.8234,-0.4888,-0.5432,-0.2051,0
0.0489,0.4855,-0.9611,1.4653,-1.5037,0.6725,0.5737,-0.2362,-0.0538,-1.4487,0
-0.3785,-1.4136,-0.2741,-0.5396,-2.4893,0.1148,0.0731,-0.2051,1.358,-0.5627,0
0.1284,-0.6758,-0.3741,-0.8206,1.438,-0.863,0.728,0.0144,-0.045,-1.147,0
-0.7707,0.1663,0.447,1.3558,1.2589,-1.7837,-0.7358,-0.3051,0.3655,-0.6513,0
1.3004,0.5988,0.2239,-0.337,1.1989,0.1592,-0.3065,1.5622,1.7061,-0.1451,0
0.5255,0.4266,0.227,0.0661,-0.1091,1.426,-0.6078,-1.3366,0.8998,-1.1415,0
-1.3118,0.5547,-0.0806,1.0688,0.9832,1.3098,0.1296,-0.5393,0.8691,-1.1063,0
-0.4231,0.4853,0.7881,0.9797,-0.1404,1.6824,-0.3282,0.5079,-0.5447,0.718,0
0.4489,0.438,-1.4775,-0.9111,0.338,-0.3873,1.9275,0.1138,-0.3843,-0.2937,0
0.849,1.0573,0.2586,1.7086,0.7898,1.2465,-0.5837,-0.9588,1.0567,0.9333,1
1.3966,0.0299,0.6462,1.4507,0.0374,0.7819,0.5236,1.3852,-0.1274,0.3718,0
-1.7511,-0.6394,0.8158,1.6305,1.3004,1.235,0.898,-1.1462,0.3131,-0.111,0
0.905,-0.9046,-0.8714,-0.3796,-0.4282,0.5853,0.9303,-0.1135,0.4036,0.8047,0
0.8202,1.8402,1.5315,1.8641,0.8638,-0.3437,1.4602,-2.3156,-1.2791,-1.0593,1
-1.6062,0.162,-0.0027,0.819,0.3144,-0.8058,-0.8396,0.3762,-1.0646,-0.1904,0
0.2263,3.4669,0.105,0.164,-0.2645,-0.742,1.8549,0.7241,0.5907,0.0772,1
0.6304,1.5587,2.057,0.4627,0.8967,-1.1543,-0.4214,0.5488,0.4953,0.6137,0
-0.8882,-1.6502,0.0837,-0.7623,1.5685,-0.0469,-2.0685,-1.5274,-1.2649,-1.4502,0
0.1082,1.1866,0.3949,-1.0541,1.5255,-0.1499,0.6972,1.0162,0.3981,0.1139,0
-0.1769,-1.2588,1.5586,-2.1843,0.5411,-0.7498,1.9764,0.5525,0.7938,0.2059,0
0.0861,-1.2361,-0.4988,-1.2293,-0.7577,0.0791,0.2349,-0.5165,-0.7771,-1.4101,0
-0.2701,0.5707,0.319,0.3683,0.5623,-0.0615,-0.8856,-0.2769,-0.0623,-0.0338,0
2.7195,-0.1213,-1.8427,0.1697,-0.6021,-1.1642,1.6778,1.2324,-0.7337,-0.2758,0
-0.2307,0.5891,2.9152,-0.6426,-0.6306,-0.544,0.1736,0.7485,0.7071,-1.3958,0
1.8508,2.1187,1.4614,-0.1628,-0.2046,1.4586,-1.6257,-0.0701,0.3241,0.646,0
0.7053,0.5404,0.8091,-0.4655,0.7597,-0.546,-1.5747,-0.6635,-1.7892,1.2147,0
0.3201,1.0549,0.2016,0.6449,0.002,0.4517,-1.1352,0.0036,-0.3237,1.2064,0
0.3002,-0.2318,1.8636,0.4685,0.0292,1.338,-1.7882,-0.6217,0.1502,-0.9574,0
0.3226,1.0249,-0.4978,-1.2671,0.8214,-0.626,-1.0945,0.0443,-2.3051,-0.1771,0
0.7976,1.3764,3.0999,-0.1112,1.3188,0.3435,0.4143,0.5191,1.3573,-1.2468,1
0.2245,-1.5082,-0.2964,-1.0868,0.6681,0.8991,-0.8722,-0.8805,-0.1748,-0.7738,0
0.7759,1.9931,0.132,-0.3694,-2.6226,-0.3793,0.3597,-0.2658,0.2802,0.1487,0
0.3817,0.6902,-0.4741,1.9731,-0.7446,-0.6388,-0.9764,-0.3502,-1.2966,0.4425,0
0.195,-0.1132,1.3347,-2.9243,1.529,0.0415,-2.2393,1.4165,1.5792,1.0311,0
0.8491,-0.961,1.2952,0.1228,2.3896,0.6418,-1.6798,-0.0555,0.0223,0.1469,0
0.666,-1.4736,-1.3794,-0.4463,-0.2229,0.4274,-0.1203,-0.5217,1.3613,-0.4423,0
0.5649,-0.4691,0.8597,-0.1931,0.165,0.2812,-0.7424,-2.1596,0.5517,-0.2506,0
-0.5218,0.0805,1.9713,0.2538,-0.2654,-1.7628,-0.8253,2.2331,-0.5198,-2.0192,0
-1.2411,1.6036,-1.219,0.9756,0.8189,0.1561,-0.1207,-0.6539,-1.7009,-0.6057,0
-0.8416,-1.7068,-0.6798,-0.5447,1.3882,1.0905,-0.4754,-0.4316,-1.0669,0.2552,0
0.8447,-1.2446,-2.2513,-0.2549,1.2946,0.1515,-0.3835,0.3036,-0.654,-1.5202,0
-0.3821,-0.4554,0.0943,-0.9495,0.3153,-0.6121,0.7742,0.2828,-0.0916,1.1403,0
0.6664,-1.2534,-1.4958,0.4293,0.5074,1.3898,-0.2134,-1.482,-1.3496,-0.2137,0
-0.1876,-0.556,1.5329,-0.3036,-0.1381,-0.455,-0.0554,1.2112,-0.2133,0.3075,0
-0.8796,0.0309,0.7327,-1.5463,0.85,1.4432,-0.398,1.0189,-2.1579,-2.1495,0
-0.2511,0.0594,-0.1513,-0.2413,-0.3031,-1.5181,1.389,-0.6547,1.8204,-0.4572,0
-0.9425,-0.6189,0.2523,0.1906,-0.0094,0.7569,-1.0933,-0.0103,-0.2609,-0.4511,0
-1.2939,0.4973,-1.5985,0.5279,0.5368,-1.284,0.2234,0.824,-0.8063,-0.4613,0
1.1028,0.5894,0.9721,-0.7004,1.673,-0.9458,-1.1245,-0.6333,0.1222,-0.0296,0
0.5926,0.7977,0.0574,1.0661,1.3836,0.6137,-0.8701,0.082,-1.853,0.8662,0
1.2579,0.249,-0.6305,0.5671,0.4961,0.0167,-1.1962,0.8238,0.3313,-1.2614,0
0.1173,0.2873,0.0817,-1.1911,-0.7724,1.7965,-0.5899,1.06,-1.42,0.7426,0
0.4038,-0.8238,2.177,-0.7054,0.8567,0.3779,0.2744,-1.5225,-0.6455,-0.2643,0
1.6443,-0.5614,0.9698,1.2711,0.261,1.2765,0.6353,-0.6392,0.8053,-1.0603,0
-1.1257,0.6189,1.0711,0.6069,0.8978,-0.6011,1.5299,0.5704,-0.4126,-1.6642,1
1.6726,-1.9016,1.0677,0.6456,1.518,-0.4381,0.277,0.6984,-0.1879,0.6818,0
-0.0247,0.3759,-0.4068,-1.0228,-0.1332,0.9166,-1.5268,-1.4257,-0.0865,0.6264,0
0.8589,0.6696,-0.0272,-0.1132,0.3419,0.7323,-1.6765,-0.8826,-0.8551,1.212,0
0.6247,0.3099,0.5381,1.2131,-0.0577,1.2146,-0.8398,-2.2935,-0.6586,0.8805,0
-2.124,0.3342,1.2043,-1.9503,1.1868,0.025,-0.875,-0.2681,1.3272,-1.6308,0
0.2206,0.2007,1.041,-1.1422,-0.3494,-0.9186,-0.1795,1.0282,-0.4659,-0.6387,0
0.2826,-1.5996,-0.4502,0.151,-0.0569,-0.7123,0.9655,1.2556,0.0925,-0.2472,0
0.0431,0.5329,0.3227,0.3981,-0.5702,2.3737,0.5785,0.1839,-0.2721,-0.4876,0
-0.0986,-0.957,0.5869,-1.0188,-0.873,-1.0379,0.8018,-0.3135,1.228,-1.3906,0
-1.9327,-0.008,0.9522,2.3222,0.196,2.0691,1.375,-0.5034,2.0102,-0.2882,0
-0.9859,-0.0966,-0.17,-0.4977,0.6466,1.0039,-0.6873,0.0523,-0.5806,0.864,0
-0.0075,0.2702,-1.1712,-0.3544,0.9426,-2.2341,-1.0002,0.4325,1.2001,-0.1017,0
2.1993,0.1763,0.0781,-0.5283,-0.1244,0.934,0.399,-0.2359,-0.916,-0.388,0
1.5959,1.8785,0.6107,-1.7547,0.3396,0.699,-1.1907,-0.799,0.2085,-1.125,0
0.7999,-0.4423,0.7926,-0.0376,-1.5263,1.0982,0.0568,-2.5304,-0.9476,0.5903,0
1.2834,-2.5226,1.3058,-0.2091,-1.0257,0.1484,-2.2352,0.5823,-0.8024,-0.0623,0
-0.5747,0.2145,-0.7014,-1.3044,-2.4281,1.3631,1.2742,0.638,-2.9206,2.2897,0
0.0512,-1.4437,-0.1442,-0.0812,-0.5134,-0.9763,-0.1768,0.8625,-0.9792,0.3063,0
0.9529,-0.1427,-0.7493,-0.9593,1.8361,0.6248,-0.0474,-0.4474,-1.8744,-1.2793,0
1.1428,-0.3855,0.3791,0.2953,-1.0489,-1.0694,-0.4589,-1.6005,1.3541,-0.5934,0
0.7302,0.9829,-0.084,0.6001,-1.498,-0.5337,-0.2035,-0.2123,0.1229,1.4789,0
1.0673,-0.4078,-1.9025,-0.0339,0.1722,-0.0175,-1.0532,2.1774,-0.3036,-1.7134,0
-1.1724,-1.4636,0.1473,1.824,-0.6796,0.0918,0.8576,-1.1687,-0.1885,-1.386,0
0.4295,-0.9229,-0.0371,1.1094,-0.8938,1.3075,0.8196,1.5319,-0.2806,0.9414,0
1.2855,-0.0692,-0.4082,0.7531,0.2231,0.3109,-0.7595,-0.9522,-0.9269,-1.0897,0
-0.4212,0.2793,-1.8194,2.3839,-0.4239,0.3326,0.3127,1.0364,0.0861,0.301,0
1.5161,1.5413,0.5753,0.8526,-0.1053,0.7381,-0.8629,-0.4167,-1.5734,0.0066,0
-0.4263,1.5362,-1.4845,-0.0825,-0.8365,-0.3692,0.9679,-1.5184,0.74,0.5518,0
0.6395,1.8622,0.6676,0.0081,-1.1903,0.9666,-1.0375,1.0815,-0.3987,0.9818,0
0.2628,0.2691,-0.375,1.0428,0.5673,-0.7342,0.56,0.9066,-1.6764,-1.1871,0
0.6225,0.0708,-0.0508,-0.0381,-0.6983,-0.3202,-0.1776,-0.0712,-2.3606,0.8966,0
-0.4327,1.7737,1.5649,-0.2271,0.3161,0.7089,0.3414,1.2484,-0.142,-0.0868,0
0.0386,1.7683,1.6637,0.5368,0.3901,0.1109,-0.2412,-0.6516,-2.6971,-0.6098,1
0.3452,0.1502,-0.1906,-0.2646,-0.6006,-1.4421,1.55,0.4397,0.2609,0.4116,0
-0.1226,-0.1122,-0.6559,-0.6665,1.4759,0.991,0.5181,-1.2077,0.4281,1.3436,0
0.5147,0.2458,1.0333,0.4796,1.0716,-0.9558,0.3596,-0.9954,-0.4535,-1.4792,0
-0.6334,0.6445,-0.0451,-0.0672,-0.2107,-0.254,0.8646,0.7227,1.3598,1.5615,0
0.1627,0.4843,1.6625,0.2831,-0.3708,-0.4734,-2.4389,-1.1346,0.1074,-0.4445,0
0.1919,-0.1294,0.6933,0.3892,-1.9532,-1.1092,-1.2323,0.9389,1.26,-0.2876,0
0.3591,-0.6976,0.2391,-0.1573,-0.2255,1.6081,-1.2564,-1.5038,1.2228,1.0131,0
-0.6927,-0.8329,2.2789,0.8194,-1.8833,-1.5331,1.0134,-0.0685,1.225,0.3337,0
1.5069,-0.5797,0.9407,0.8033,0.4829,-1.3274,1.2651,-0.3296,1.995,0.3806,0
-1.4858,-1.1112,1.6921,0.1681,-0.5934,0.7867,1.0896,-0.761,0.0621,0.621,0
-0.03,-0.7146,-0.019,0.6492,1.3375,-0.0072,-0.2541,-3.3711,0.6793,0.8832,0
0.7897,0.1936,-0.3719,0.8424,-1.1751,1.0661,-0.3828,-1.6267,0.3746,-0.3851,0
-0.367,1.6741,0.7736,0.6872,-0.5918,1.3945,0.401,-0.7962,-0.4293,-1.2779,0
0.8453,-0.0574,-0.1854,0.8527,1.4508,-0.9821,0.0014,1.9004,-0.8448,0.3326,0
2.6245,1.2827,-0.8153,0.4398,0.3456,0.5587,-0.3096,0.9821,0.1149,1.1476,1
-0.5018,0.0329,-0.3228,-0.343,0.3689,0.2952,-0.2441,0.4285,-0.7358,-0.3535,0
0.6204,1.2897,2.0949,-2.3006,0.6215,-1.1451,-0.0295,-0.4392,1.113,0.2706,0
-0.7902,1.3954,1.8973,0.9266,-2.3002,0.4137,1.4247,-0.2861,0.8529,-1.008,0
-1.2867,0.9393,0.8754,0.5535,1.6222,1.5146,-0.0641,-0.6623,2.487,-1.5084,0
-0.7881,0.9326,-1.2708,-0.4068,1.0961,-1.0207,-0.0078,-1.6392,0.9787,-0.3915,0
-0.9393,-1.1142,-0.6791,-2.62,-0.6597,-2.2276,1.8775,0.8847,-0.4524,0.5522,0
1.0654,-0.3418,-0.875,0.0888,1.2512,0.5479,1.1245,-0.7037,0.785,-0.3229,0
0.0896,-1.4615,-0.7604,-1.6537,-1.3972,-0.3548,0.2693,0.491,0.2693,-0.9261,0
0.3645,-0.2468,-1.8193,0.7009,0.1925,-0.3993,0.0418,0.3446,-1.2544,0.0725,0
-1.4402,-0.8255,-1.5113,-0.7304,-0.3132,-0.6214,-1.8001,-0.2519,0.385,0.2389,0
-1.8791,0.283,1.5741,0.675,-0.4186,0.1492,-0.1853,-0.7885,-1.8224,1.8034,0
1.3221,0.0118,0.2842,-0.4031,-0.7957,0.7468,0.0827,0.2505,-0.201,-0.4836,0
1.082,-0.5892,-1.1789,1.159,2.8921,1.1361,-0.4076,0.17,-0.7322,-1.7759,0
0.0125,2.2975,-0.1075,0.7747,1.6424,0.2671,-2.3746,-1.0531,0.519,-0.7811,0
-1.3554,-1.3197,-0.0461,-0.9445,0.9868,-2.4421,-1.3112,-1.318,-0.2357,-2.2474,0
1.714,2.8654,0.3002,0.7607,1.3845,-0.7721,1.458,-1.1913,0.5936,2.1105,1
1.8574,0.3759,-0.7126,0.2573,0.3756,-1.7938,-0.5829,-0.8785,-1.1268,0.621,0
0.1722,0.5721,-0.3165,1.3676,-1.2871,2.3895,-1.1384,-0.5362,-1.0733,0.7722,0
1.3651,0.5027,-1.8476,-0.1523,-0.3551,0.2622,0.0357,-0.5233,-0.6214,-0.5045,0
